"tree_id","stand_id","plot","tag","species","year","tree_status","dbh","x_coord","y_coord","size_cat"
"AB08001300007","AB08",13,4217,"PSME",2012,"1",95.6,46.83,38.49,"regular"
"AB08001300008","AB08",13,4218,"TSHE",2012,"1",88.5,42.89,31.01,"regular"
"AB08001300009","AB08",13,4219,"TSHE",2012,"1",64.1,37.75,34.16,"regular"
"AB08001300010","AB08",13,4220,"TSHE",2012,"6",19,26.72,36.04,"regular"
"AB08001300011","AB08",13,4221,"TSHE",2012,"1",80.9,25.82,37.65,"regular"
"AB08001300012","AB08",13,4222,"TSHE",2012,"6",74.8,46.88,26.82,"regular"
"AB08001400020","AB08",14,100,"THPL",2012,"1",17.7,32.03,16.24,"regular"
"AB08001400001","AB08",14,4223,"TSHE",2012,"1",59,46.88,21.18,"regular"
"AB08001400002","AB08",14,4224,"TSHE",2002,"6",66.7,36.23,24.44,"regular"
"AB08001400003","AB08",14,4225,"THPL",2012,"1",31.1,36.06,23.42,"regular"
"AB08001400004","AB08",14,4226,"TSHE",2012,"1",69.5,32.38,24.72,"regular"
"AB08001400005","AB08",14,4227,"PSME",2012,"1",82.1,35.48,21.74,"regular"
"AB08001400006","AB08",14,4228,"TSHE",1984,"6",64.4,27.79,22.43,"regular"
"AB08001400007","AB08",14,4229,"TSHE",2012,"1",95.8,30.02,17.41,"regular"
"AB08001400008","AB08",14,4230,"TSHE",2012,"1",68.3,40.91,16.66,"regular"
"AB08001400009","AB08",14,4231,"TSHE",2012,"1",21,47.81,18.73,"regular"
"AB08001400010","AB08",14,4232,"TSHE",2012,"1",58.2,48.54,13.34,"regular"
"AB08001400011","AB08",14,4233,"TSHE",2012,"1",63.1,45.32,14.68,"regular"
"AB08001400012","AB08",14,4234,"TSHE",2008,"6",15.9,40.2,13.29,"regular"
"AB08001400013","AB08",14,4235,"TSHE",2012,"1",45.9,36.7,12.04,"regular"
"AB08001400014","AB08",14,4236,"TSHE",2012,"1",71.9,31.55,9.45,"regular"
"AB08001400015","AB08",14,4237,"TSHE",2012,"1",21.6,28.3,7.93,"regular"
"AB08001400019","AB08",14,4238,"TSHE",2012,"1",15.3,27.11,0.61,"regular"
"AB08001400016","AB08",14,4239,"TSHE",2012,"1",44.3,38.12,3.38,"regular"
"AB08001400017","AB08",14,4240,"TSHE",2012,"1",70.8,48.5,2.78,"regular"
"AB08001400018","AB08",14,4241,"TSHE",2002,"6",19.5,46.8,9.6,"regular"
"AB08001500032","AB08",15,101,"ABAM",2012,"1",5.5,18.92,46.44,"small"
"AB08001500033","AB08",15,102,"THPL",2012,"1",7.3,1.23,34.73,"small"
"AB08001500031","AB08",15,135,"ABAM",2012,"1",6.7,4.36,30.26,"small"
"AB08001500001","AB08",15,4162,"TSHE",2012,"1",13.3,3.12,48.71,"small"
"AB08001500002","AB08",15,4163,"TSHE",2012,"1",64.5,3.18,47.36,"regular"
"AB08001500003","AB08",15,4164,"PSME",2012,"1",78.9,7.54,46.92,"regular"
"AB08001500004","AB08",15,4165,"TSHE",2012,"1",61.6,7.48,47.86,"regular"
"AB08001500005","AB08",15,4166,"TSHE",1990,"6",16.5,9.8,47.57,"regular"
"AB08001500006","AB08",15,4167,"TSHE",2012,"1",44.6,14.08,49.42,"regular"
"AB08001500007","AB08",15,4168,"TSHE",2012,"1",36.7,14.76,45.4,"regular"
"AB08001500008","AB08",15,4169,"TSHE",2012,"1",82.8,20.93,37.13,"regular"
"AB08001500009","AB08",15,4170,"TSHE",2012,"1",60.9,18.98,40.51,"regular"
"AB08001500010","AB08",15,4171,"TSHE",2012,"1",12.6,15.33,41.49,"small"
"AB08001500011","AB08",15,4172,"TSHE",2012,"1",33.7,15.35,42.91,"regular"
"AB08001500012","AB08",15,4173,"TSHE",2002,"6",9.1,10.43,43.25,"small"
"AB08001500013","AB08",15,4174,"TSHE",2012,"1",67.4,6.71,43.13,"regular"
"AB08001500014","AB08",15,4175,"TSHE",2012,"1",43.6,0.84,39.13,"regular"
"AB08001500015","AB08",15,4176,"TSHE",2012,"1",17,4.61,37.56,"regular"
"AB08001500016","AB08",15,4177,"TSHE",2012,"1",33.8,6.27,37.94,"regular"
"AB08001500028","AB08",15,4178,"TSHE",2002,"6",5.1,13.07,35.94,"small"
"AB08001500017","AB08",15,4179,"CANO",2012,"1",41.7,16.2,35.34,"regular"
"AB08001500018","AB08",15,4180,"TSHE",2012,"1",21.2,19.73,32.46,"regular"
"AB08001500019","AB08",15,4181,"TSHE",2012,"1",77.1,23.46,26.96,"regular"
"AB08001500020","AB08",15,4182,"TSHE",2012,"1",22.2,15.78,25.24,"regular"
"AB08001500021","AB08",15,4183,"TSHE",2012,"1",57.8,14.24,29.4,"regular"
"AB08001500022","AB08",15,4184,"THPL",2012,"1",52.1,14.58,30.86,"regular"
"AB08001500023","AB08",15,4185,"TSHE",2012,"1",46.4,13.07,32.29,"regular"
"AB08001500024","AB08",15,4186,"TSHE",2012,"1",12.5,11.95,31.28,"small"
"AB08001500025","AB08",15,4187,"TSHE",2012,"1",70.5,7.57,32.99,"regular"
"AB08001500026","AB08",15,4188,"ABAM",2012,"1",9.9,0.72,28.51,"small"
"AB08001500027","AB08",15,4544,"TSHE",2008,"6",13.9,17.52,31.65,"small"
"AB08001500029","AB08",15,8487,"TSHE",2012,"1",7.3,0.86,26.91,"small"
"AB08001500030","AB08",15,8488,"ABAM",2012,"1",9.1,-1.95,30.52,"small"
"AB08001600001","AB08",16,4189,"TSHE",2012,"1",87.5,4.86,19.81,"regular"
"AB08001600002","AB08",16,4190,"TSHE",2012,"1",67.8,9.1,23.08,"regular"
"AB08001600003","AB08",16,4191,"TSHE",2012,"1",47.7,10.57,21.89,"regular"
"AB08001600004","AB08",16,4192,"TSHE",2012,"1",30.8,16.22,22.07,"regular"
"AB08001600005","AB08",16,4193,"TSHE",2012,"1",83,17.97,21.1,"regular"
"AB08001600006","AB08",16,4194,"TSHE",1987,"6",49.4,22.99,14.28,"regular"
"AB08001600007","AB08",16,4195,"TSHE",2012,"1",58,22.03,13.05,"regular"
"AB08001600008","AB08",16,4196,"TSHE",2012,"1",20.2,9.76,16.14,"regular"
"AB08001600009","AB08",16,4197,"TSHE",2012,"1",68.2,4.06,13.82,"regular"
"AB08001600010","AB08",16,4198,"TSHE",2012,"1",55.4,1.29,13.89,"regular"
"AB08001600011","AB08",16,4199,"TSHE",2012,"1",17.5,7.98,11.19,"regular"
"AB08001600012","AB08",16,4200,"TSHE",1987,"6",59.7,12.27,11.93,"regular"
"AB08001600013","AB08",16,4201,"PSME",2012,"1",72.5,14.88,10.69,"regular"
"AB08001600014","AB08",16,4203,"TSHE",2012,"1",31,23.37,2.99,"regular"
"AB08001600015","AB08",16,4204,"TSHE",2012,"1",74.4,18.48,2.95,"regular"
"AB08001600016","AB08",16,4205,"TSHE",2012,"1",77.7,17.3,3.33,"regular"
"AB08001600017","AB08",16,4206,"TSHE",2012,"1",67.1,15.79,3.46,"regular"
"AB08001600018","AB08",16,4207,"TSHE",2012,"1",50.2,10.74,0.5,"regular"
"AB08001600019","AB08",16,4208,"TSHE",2012,"1",34.3,6.16,1.24,"regular"
"AB08001600020","AB08",16,4209,"TSHE",1995,"6",88.3,7.16,5.26,"regular"
"AE10000100001","AE10",1,7155,"ABAM",2007,"6",16.1,0.44,94.12,"regular"
"AE10000100002","AE10",1,7156,"ABAM",2012,"1",26.4,3.67,95.1,"regular"
"AE10000100003","AE10",1,7157,"ABAM",2012,"1",72.4,2.48,93.77,"regular"
"AE10000100004","AE10",1,7158,"CANO",2012,"1",62.6,3.85,93.23,"regular"
"AE10000100005","AE10",1,7159,"CANO",2012,"1",48.8,4.34,92.18,"regular"
"AE10000100006","AE10",1,7160,"CANO",2012,"1",25.1,11.83,94.13,"regular"
"AE10000100007","AE10",1,7161,"ABAM",2012,"1",49.9,13.94,95.16,"regular"
"AE10000100008","AE10",1,7162,"CANO",2012,"1",47.6,15.01,95.81,"regular"
"AE10000100009","AE10",1,7163,"ABAM",2012,"1",29.4,13.71,98.58,"regular"
"AE10000100010","AE10",1,7164,"CANO",2012,"1",46.1,19.31,98.05,"regular"
"AE10000100011","AE10",1,7165,"CANO",2012,"1",47.7,19.59,99.15,"regular"
"AE10000100012","AE10",1,7166,"ABAM",2012,"1",66,23.43,97.86,"regular"
"AE10000100013","AE10",1,7167,"ABAM",2012,"6",39.1,20.68,96.95,"regular"
"AE10000100014","AE10",1,7168,"ABAM",2012,"1",40.8,22.44,89.68,"regular"
"AE10000100015","AE10",1,7169,"CANO",2012,"1",53.6,20.88,88.2,"regular"
"AE10000100016","AE10",1,7170,"CANO",2012,"1",52,17.11,91.08,"regular"
"AE10000100017","AE10",1,7171,"CANO",2012,"1",47.8,15.49,90.74,"regular"
"AE10000100018","AE10",1,7172,"CANO",2012,"1",27.6,14.74,90.56,"regular"
"AE10000100019","AE10",1,7173,"CANO",2012,"1",69.2,14.42,88.43,"regular"
"AE10000100020","AE10",1,7174,"CANO",2012,"1",34.7,14.74,87.36,"regular"
"AE10000100021","AE10",1,7175,"ABAM",2012,"1",76.3,15.75,88.11,"regular"
"AE10000100022","AE10",1,7176,"CANO",2012,"1",46.5,20.26,87.56,"regular"
"AE10000100023","AE10",1,7177,"ABAM",2012,"1",25.6,23.65,86.61,"regular"
"AE10000100024","AE10",1,7178,"CANO",2012,"1",46.9,20.28,84.74,"regular"
"AE10000100025","AE10",1,7179,"ABAM",2012,"1",19.9,14.51,77.58,"regular"
"AE10000100026","AE10",1,7180,"CANO",2012,"1",35,13.69,78.47,"regular"
"AE10000100027","AE10",1,7181,"CANO",2012,"1",49.8,14.27,79.08,"regular"
"AE10000100028","AE10",1,7182,"CANO",2012,"1",28.7,13.44,79.5,"regular"
"AE10000100029","AE10",1,7183,"CANO",2012,"1",61.6,14.6,83.59,"regular"
"AE10000100030","AE10",1,7184,"ABAM",2012,"1",25,13.05,83.28,"regular"
"AE10000100031","AE10",1,7185,"ABAM",1981,"6",109.3,12.36,79.76,"regular"
"AE10000100032","AE10",1,7186,"CANO",2012,"1",41.4,11.99,77.45,"regular"
"AE10000100033","AE10",1,7187,"ABAM",2012,"1",32.1,3.14,75.74,"regular"
"AE10000100034","AE10",1,7188,"ABAM",2012,"1",40.5,0.63,83.83,"regular"
"AE10000100035","AE10",1,7468,"ABAM",2012,"1",26.8,16.02,97.99,"regular"
"AE10000200048","AE10",2,158,"ABAM",2012,"1",17.8,21.18,54.53,"regular"
"AE10000200047","AE10",2,4739,"ABAM",2012,"1",15.9,18.15,59.35,"regular"
"AE10000200001","AE10",2,7189,"ABAM",1998,"6",24.5,0.41,68.21,"regular"
"AE10000200002","AE10",2,7190,"ABAM",2012,"1",25.5,4.55,68.43,"regular"
"AE10000200003","AE10",2,7191,"CANO",2012,"1",42.4,4.8,67.65,"regular"
"AE10000200004","AE10",2,7192,"CANO",2012,"1",56.8,5.74,64.6,"regular"
"AE10000200005","AE10",2,7193,"CANO",2012,"1",46.9,6.46,63.83,"regular"
"AE10000200006","AE10",2,7194,"CANO",2012,"1",38.9,11.49,67.3,"regular"
"AE10000200007","AE10",2,7195,"CANO",2012,"1",40,12.27,69.43,"regular"
"AE10000200008","AE10",2,7196,"CANO",2012,"1",55.5,12.32,71.89,"regular"
"AE10000200009","AE10",2,7197,"CANO",2012,"1",50.8,12.95,71.19,"regular"
"AE10000200010","AE10",2,7198,"ABAM",2012,"1",79.8,20.93,73.57,"regular"
"AE10000200011","AE10",2,7199,"CANO",2012,"1",33.5,22.6,72.34,"regular"
"AE10000200012","AE10",2,7200,"ABAM",1998,"6",57.4,24.64,71.21,"regular"
"AE10000200013","AE10",2,7201,"CANO",2012,"1",24.8,15.81,67.36,"regular"
"AE10000200014","AE10",2,7202,"CANO",2012,"1",48.2,16.15,66.09,"regular"
"AE10000200015","AE10",2,7203,"CANO",2012,"1",56.5,17.5,66.35,"regular"
"AE10000200016","AE10",2,7204,"CANO",2012,"1",40.5,19.02,66.49,"regular"
"AE10000200017","AE10",2,7205,"ABAM",1985,"6",35.4,16.19,64.25,"regular"
"AE10000200018","AE10",2,7206,"CANO",1981,"6",24.1,12.82,63.28,"regular"
"AE10000200019","AE10",2,7207,"ABAM",2012,"1",23.9,20.25,65.46,"regular"
"AE10000200020","AE10",2,7208,"ABAM",2012,"1",76.6,23.25,65.02,"regular"
"AE10000200021","AE10",2,7209,"ABAM",2012,"6",16.9,23.8,59.29,"regular"
"AE10000200022","AE10",2,7210,"ABAM",2012,"1",30.4,23.4,57.38,"regular"
"AE10000200023","AE10",2,7211,"ABAM",2012,"1",19.4,18.69,61.69,"regular"
"AE10000200024","AE10",2,7212,"CANO",2012,"1",34.5,14.99,62.4,"regular"
"AE10000200025","AE10",2,7213,"CANO",2012,"1",36.7,14.04,62.04,"regular"
"AE10000200026","AE10",2,7214,"CANO",2012,"1",51.9,14.45,55.58,"regular"
"AE10000200027","AE10",2,7215,"CANO",2012,"1",67.3,13.39,55.22,"regular"
"AE10000200028","AE10",2,7216,"CANO",1987,"6",22.6,16.35,56.22,"regular"
"AE10000200029","AE10",2,7217,"CANO",2012,"1",42.1,17.93,56.32,"regular"
"AE10000200030","AE10",2,7218,"CANO",2012,"1",39.7,18.77,56.06,"regular"
"AE10000200031","AE10",2,7219,"CANO",2012,"1",57,20.89,56.33,"regular"
"AE10000200032","AE10",2,7220,"ABAM",2012,"1",26.8,23.08,56,"regular"
"AE10000200033","AE10",2,7221,"CANO",2012,"1",39.9,21.8,55.31,"regular"
"AE10000200034","AE10",2,7222,"ABAM",1986,"6",25.9,20.86,51.31,"regular"
"AE10000200035","AE10",2,7223,"CANO",2012,"1",25.4,19.73,54.38,"regular"
"AE10000200036","AE10",2,7224,"CANO",2012,"1",49,17.28,50.41,"regular"
"AE10000200037","AE10",2,7225,"CANO",2012,"1",48.5,15.42,50.11,"regular"
"AE10000200038","AE10",2,7226,"CANO",2012,"1",47.9,14.33,50.67,"regular"
"AE10000200039","AE10",2,7227,"ABAM",2012,"1",19.2,4.35,52.62,"regular"
"AE10000200040","AE10",2,7228,"ABPR",2012,"1",142.6,0.99,51.56,"regular"
"AE10000200041","AE10",2,7229,"CANO",2012,"1",29.2,0.45,50.48,"regular"
"AE10000200042","AE10",2,7230,"ABAM",2012,"1",30.1,6.6,55.4,"regular"
"AE10000200043","AE10",2,7231,"ABAM",2012,"1",41.3,4.39,56.31,"regular"
"AE10000200044","AE10",2,7232,"CANO",2012,"1",44,1.11,60.47,"regular"
"AE10000200045","AE10",2,7233,"CANO",2012,"1",47.9,8.28,62.54,"regular"
"AE10000200046","AE10",2,7470,"ABAM",2012,"1",21.2,2.15,66.12,"regular"
"AE10000300041","AE10",3,3855,"ABAM",2012,"1",5.4,40.14,77.26,"small"
"AE10000300001","AE10",3,7234,"ABAM",2012,"6",42.1,26.19,97.94,"regular"
"AE10000300002","AE10",3,7235,"ABAM",2012,"1",25.3,30.68,98.13,"regular"
"AE10000300003","AE10",3,7236,"CANO",2012,"1",52.9,31.47,99.35,"regular"
"AE10000300004","AE10",3,7237,"CANO",2012,"1",42.5,35.32,96.53,"regular"
"AE10000300005","AE10",3,7238,"CANO",2012,"1",24.6,36.33,96.93,"regular"
"AE10000300006","AE10",3,7239,"CANO",2012,"1",53.7,36.91,97.49,"regular"
"AE10000300007","AE10",3,7240,"CANO",2012,"1",31.6,40.4,98.21,"regular"
"AE10000300008","AE10",3,7241,"CANO",2007,"6",45,46.57,94.55,"regular"
"AE10000300009","AE10",3,7242,"CANO",2012,"3",48.9,47.46,90.14,"regular"
"AE10000300010","AE10",3,7243,"CANO",2012,"3",54.5,48.37,90.26,"regular"
"AE10000300011","AE10",3,7244,"CANO",2012,"1",51.7,49.74,90.48,"regular"
"AE10000300012","AE10",3,7245,"ABAM",2012,"1",56,41.28,90.4,"regular"
"AE10000300013","AE10",3,7247,"ABAM",2012,"1",79.9,38.26,90.66,"regular"
"AE10000300014","AE10",3,7248,"ABAM",2012,"1",16,35.77,91.05,"regular"
"AE10000300015","AE10",3,7249,"ABAM",2012,"1",41,27.83,92.51,"regular"
"AE10000300016","AE10",3,7250,"ABAM",2012,"1",81.3,26.11,93.01,"regular"
"AE10000300017","AE10",3,7251,"ABAM",2012,"1",53.4,29.93,88.69,"regular"
"AE10000300018","AE10",3,7252,"CANO",2012,"1",35.4,29.47,86.4,"regular"
"AE10000300019","AE10",3,7253,"CANO",2012,"1",54.4,28.29,85.73,"regular"
"AE10000300020","AE10",3,7254,"ABAM",1993,"6",8.4,34.83,89.1,"small"
"AE10000300021","AE10",3,7255,"ABAM",2012,"1",44.2,40.2,86.48,"regular"
"AE10000300022","AE10",3,7256,"ABAM",2012,"1",34.5,46.16,89.51,"regular"
"AE10000300023","AE10",3,7257,"ABAM",2012,"1",34,46.97,86,"regular"
"AE10000300024","AE10",3,7258,"CANO",2012,"1",59.1,49.63,88.64,"regular"
"AE10000300025","AE10",3,7259,"ABAM",2012,"1",6.4,43.38,82.89,"small"
"AE10000300026","AE10",3,7260,"ABLA",2012,"1",74.6,42.32,80.9,"regular"
"AE10000300027","AE10",3,7261,"ABAM",2012,"1",58.1,39.97,82.13,"regular"
"AE10000300028","AE10",3,7262,"ABAM",1998,"6",65.1,38.19,82.58,"regular"
"AE10000300029","AE10",3,7263,"ABAM",2012,"1",52.1,36.72,82.59,"regular"
"AE10000300030","AE10",3,7264,"ABAM",2012,"1",48.2,35.58,81.48,"regular"
"AE10000300040","AE10",3,7265,"ABAM",2007,"6",5.8,32.44,83.31,"small"
"AE10000300031","AE10",3,7266,"ABAM",2012,"1",45.5,27.76,81.93,"regular"
"AE10000300032","AE10",3,7267,"ABAM",2012,"1",72.7,25.88,82.85,"regular"
"AE10000300033","AE10",3,7268,"ABAM",1988,"6",11,27.95,79.23,"small"
"AE10000300034","AE10",3,7269,"ABAM",2012,"1",73.3,28.78,79.63,"regular"
"AE10000300035","AE10",3,7270,"ABAM",2012,"1",94,35.35,75.86,"regular"
"AE10000300036","AE10",3,7271,"CANO",2012,"1",43.6,36.74,79.34,"regular"
"AE10000300037","AE10",3,7272,"ABAM",2012,"1",7.5,39.55,78.14,"small"
"AE10000300038","AE10",3,7273,"ABAM",2012,"1",8.9,44.77,79.82,"small"
"AE10000300039","AE10",3,7274,"ABAM",2012,"1",51.5,49.76,78.31,"regular"
"AE10000400037","AE10",4,155,"CANO",2012,"1",15.8,43.9,50.49,"regular"
"AE10000400001","AE10",4,7275,"CANO",2012,"1",41.9,47.39,68.43,"regular"
"AE10000400002","AE10",4,7276,"CANO",2012,"1",26.8,47.67,69.34,"regular"
"AE10000400003","AE10",4,7277,"CANO",2012,"1",42.1,46.43,68.77,"regular"
"AE10000400004","AE10",4,7278,"CANO",2012,"1",47.8,45.87,69.55,"regular"
"AE10000400005","AE10",4,7279,"CANO",2012,"1",50.9,44.19,67.85,"regular"
"AE10000400006","AE10",4,7280,"CANO",2012,"6",32.5,44.23,65.55,"regular"
"AE10000400007","AE10",4,7281,"CANO",2012,"1",48.4,40.83,67.39,"regular"
"AE10000400008","AE10",4,7282,"CANO",2012,"1",58.3,39.56,67.45,"regular"
"AE10000400009","AE10",4,7283,"CANO",2012,"1",20.3,38.79,68.7,"regular"
"AE10000400010","AE10",4,7284,"ABAM",2012,"1",29,41.35,72.29,"regular"
"AE10000400011","AE10",4,7285,"CANO",2012,"1",67.3,38.64,64.53,"regular"
"AE10000400012","AE10",4,7286,"ABAM",2012,"1",20.8,41.18,65.84,"regular"
"AE10000400013","AE10",4,7287,"CANO",2012,"1",28,42.77,65.39,"regular"
"AE10000400014","AE10",4,7288,"CANO",2012,"1",42.2,42.02,64.93,"regular"
"AE10000400015","AE10",4,7289,"CANO",2012,"1",46.4,43.65,63.78,"regular"
"AE10000400016","AE10",4,7290,"CANO",2012,"1",48,47.39,65.95,"regular"
"AE10000400017","AE10",4,7291,"ABAM",2012,"1",35,45.63,62.64,"regular"
"AE10000400018","AE10",4,7292,"ABAM",2012,"1",60.6,34.58,63.61,"regular"
"AE10000400019","AE10",4,7293,"ABAM",2012,"1",63,35.8,66.29,"regular"
"AE10000400020","AE10",4,7294,"ABAM",2012,"1",67.1,31.47,66.52,"regular"
"AE10000400021","AE10",4,7295,"ABAM",2012,"1",39.3,28.1,67.08,"regular"
"AE10000400022","AE10",4,7296,"ABAM",2012,"1",82.3,28.52,62.42,"regular"
"AE10000400023","AE10",4,7297,"ABAM",2012,"1",60.5,27.61,61.7,"regular"
"AE10000400024","AE10",4,7298,"ABAM",2007,"6",19.8,29.02,61.38,"regular"
"AE10000400025","AE10",4,7299,"ABAM",2012,"1",16.9,25.42,57.82,"regular"
"AE10000400026","AE10",4,7300,"ABAM",2012,"1",19.4,32.71,59.52,"regular"
"AE10000400027","AE10",4,7301,"ABAM",2012,"1",63.7,39.86,57.47,"regular"
"AE10000400028","AE10",4,7302,"ABLA",1998,"6",37.9,43.28,58.09,"regular"
"AE10000400029","AE10",4,7303,"ABAM",2012,"1",57.3,40.1,52.73,"regular"
"AE10000400030","AE10",4,7304,"ABAM",2012,"1",68,43.92,51.43,"regular"
"AE10000400031","AE10",4,7305,"ABAM",2012,"1",20.4,48.61,51.95,"regular"
"AE10000400032","AE10",4,7801,"CANO",2012,"1",20.6,33.68,74.12,"regular"
"AE10000400033","AE10",4,7802,"ABAM",2012,"1",23,32.02,71.53,"regular"
"AE10000400034","AE10",4,7803,"CANO",2012,"1",52.3,31.52,71.14,"regular"
"AE10000400035","AE10",4,7804,"CANO",2012,"1",54,30.64,71.22,"regular"
"AE10000400036","AE10",4,7805,"CANO",2012,"1",42,29.07,70.37,"regular"
"AE10000500050","AE10",5,1727,"ABAM",2012,"1",8.7,76.31,78.74,"small"
"AE10000500049","AE10",5,3907,"ABAM",2012,"1",5.9,58.7,90.63,"small"
"AE10000500001","AE10",5,7306,"CANO",2012,"1",59.3,51.41,99.33,"regular"
"AE10000500002","AE10",5,7307,"ABAM",2012,"1",41.2,56.47,96.64,"regular"
"AE10000500003","AE10",5,7308,"ABAM",2012,"1",62.7,57.93,95.83,"regular"
"AE10000500004","AE10",5,7309,"ABAM",2012,"1",40.5,57.04,95.3,"regular"
"AE10000500005","AE10",5,7310,"ABAM",2012,"1",72,68.97,98.31,"regular"
"AE10000500006","AE10",5,7311,"CANO",2012,"1",41.5,70.51,95.7,"regular"
"AE10000500007","AE10",5,7312,"CANO",2012,"1",56.6,72.33,90.58,"regular"
"AE10000500008","AE10",5,7313,"CANO",2012,"1",21.5,69.52,94.2,"regular"
"AE10000500009","AE10",5,7314,"CANO",2012,"1",53.2,64.09,90.9,"regular"
"AE10000500010","AE10",5,7315,"ABAM",1986,"6",5.6,59.35,92.39,"small"
"AE10000500011","AE10",5,7316,"ABAM",1988,"6",13.5,57.65,91.9,"small"
"AE10000500012","AE10",5,7317,"ABAM",2012,"1",24.9,57.07,92.27,"regular"
"AE10000500013","AE10",5,7318,"ABAM",2007,"6",91.3,55.56,92.02,"regular"
"AE10000500014","AE10",5,7319,"ABAM",2012,"1",93.5,52.7,90.67,"regular"
"AE10000500015","AE10",5,7320,"ABAM",2012,"1",34.4,51.11,85.52,"regular"
"AE10000500016","AE10",5,7321,"CANO",2012,"1",42.4,55.69,87.2,"regular"
"AE10000500017","AE10",5,7322,"CANO",2012,"1",57,55.94,86.26,"regular"
"AE10000500018","AE10",5,7323,"CANO",2012,"1",49.1,56.72,86.86,"regular"
"AE10000500019","AE10",5,7324,"CANO",2012,"1",56.4,57.36,88.3,"regular"
"AE10000500020","AE10",5,7325,"ABAM",1993,"6",11.2,58.26,89.16,"small"
"AE10000500021","AE10",5,7326,"CANO",1982,"6",18.9,59.1,85.46,"regular"
"AE10000500022","AE10",5,7327,"CANO",2012,"1",52.2,71.03,83.02,"regular"
"AE10000500023","AE10",5,7328,"ABAM",2012,"1",28.4,70.78,83.63,"regular"
"AE10000500024","AE10",5,7329,"CANO",2012,"1",36.7,70.37,84.24,"regular"
"AE10000500025","AE10",5,7330,"CANO",2012,"1",42.6,69.74,85.2,"regular"
"AE10000500026","AE10",5,7331,"ABAM",2012,"1",28.3,68.61,84.82,"regular"
"AE10000500027","AE10",5,7332,"ABAM",1993,"6",15.1,63.29,82.43,"regular"
"AE10000500028","AE10",5,7333,"ABAM",2012,"1",58.6,61.35,84.27,"regular"
"AE10000500029","AE10",5,7334,"ABAM",2012,"1",47.6,60.46,84.72,"regular"
"AE10000500030","AE10",5,7335,"ABAM",2012,"1",62.7,60.93,81.35,"regular"
"AE10000500031","AE10",5,7336,"ABAM",1993,"6",26.4,62.53,81.06,"regular"
"AE10000500032","AE10",5,7337,"ABAM",1998,"6",11,58.66,81.39,"small"
"AE10000500033","AE10",5,7338,"CANO",2012,"1",31.2,59.39,83.9,"regular"
"AE10000500034","AE10",5,7339,"ABAM",2007,"6",64.1,56.63,84.74,"regular"
"AE10000500035","AE10",5,7340,"ABAM",2012,"1",45.1,56.09,83.71,"regular"
"AE10000500036","AE10",5,7341,"ABAM",2012,"1",40.7,53.36,84.81,"regular"
"AE10000500037","AE10",5,7342,"ABAM",2012,"1",14.9,50.96,80.42,"small"
"AE10000500038","AE10",5,7343,"ABAM",2012,"1",8.2,54.17,79.79,"small"
"AE10000500039","AE10",5,7344,"ABAM",2012,"1",77,56.23,76.54,"regular"
"AE10000500040","AE10",5,7345,"ABAM",2012,"1",10.1,57.7,76.27,"small"
"AE10000500041","AE10",5,7346,"ABAM",2012,"1",13.7,57.81,77.4,"small"
"AE10000500042","AE10",5,7347,"ABAM",2012,"1",25.7,60.58,75.27,"regular"
"AE10000500043","AE10",5,7348,"ABAM",2007,"6",37.9,60.84,76.93,"regular"
"AE10000500044","AE10",5,7349,"ABAM",2012,"1",7.7,61.41,80.67,"small"
"AE10000500045","AE10",5,7350,"ABAM",2012,"1",7,63.72,75.63,"small"
"AE10000500046","AE10",5,7351,"ABLA",2007,"6",47.3,65.21,79.27,"regular"
"AE10000500047","AE10",5,7352,"ABAM",2012,"1",10.1,74.37,76.37,"small"
"AE10000500048","AE10",5,7806,"ABAM",2012,"1",7.4,67,84,"small"
"AE10000600001","AE10",6,7353,"ABAM",2012,"1",67,72.77,73.85,"regular"
"AE10000600002","AE10",6,7354,"ABAM",2012,"1",78.7,73.8,72.29,"regular"
"AE10000600003","AE10",6,7355,"ABAM",2012,"1",25.5,63.29,72.02,"regular"
"AE10000600004","AE10",6,7356,"CANO",2012,"1",50.5,62.46,67.87,"regular"
"AE10000600005","AE10",6,7357,"CANO",2012,"1",37.3,63.02,67.16,"regular"
"AE10000600006","AE10",6,7358,"CANO",2012,"1",27.9,63.02,65.81,"regular"
"AE10000600007","AE10",6,7359,"ABAM",2012,"1",23.8,66.57,66.48,"regular"
"AE10000600008","AE10",6,7360,"CANO",2012,"1",45,67.26,66.33,"regular"
"AE10000600009","AE10",6,7361,"CANO",2012,"1",31.4,68.58,65.57,"regular"
"AE10000600010","AE10",6,7362,"CANO",2012,"1",42.2,69.52,65.66,"regular"
"AE10000600011","AE10",6,7363,"CANO",2012,"1",49.8,70.17,66.84,"regular"
"AE10000600012","AE10",6,7364,"ABAM",2012,"1",47.6,70.48,66,"regular"
"AE10000600013","AE10",6,7365,"CANO",2012,"1",66.2,73.58,66.46,"regular"
"AE10000600014","AE10",6,7366,"ABAM",2012,"1",18.2,61.78,64.24,"regular"
"AE10000600015","AE10",6,7367,"ABAM",2012,"1",24.3,61.03,65.93,"regular"
"AE10000600016","AE10",6,7368,"CANO",2012,"1",39.8,62.45,65.21,"regular"
"AE10000600017","AE10",6,7369,"CANO",2012,"1",31.4,61.86,65.66,"regular"
"AE10000600018","AE10",6,7370,"CANO",2012,"1",46.5,62.11,66.45,"regular"
